ID_Macrografia;Obs_Macro;Status_Macro;Macro_Ativo;Macro_Data;cordao_nome;Obs_Cordao;Status_Apr_Cordao;cordao_ativo;data_cordao;Status_Cota;Valor_Medido;referencia_min;referenci_max;nome_cota;tipo_medida;transformacao;comparativo;cota_ativo;Nome_Peca;Norma_Peca;PecaAtiva;Data_Criacao_Peca;cliente;cliente_ativo;data_cliente
R_ID_002;;Aprovado;true;03/03/2019 00:00;Cordão 03;;Aprovado;true;;Aprovado;3.1;1;4;Penetração;;;;;Suporte;;;;Cliente 02;;
R_ID_002;;Aprovado;true;03/03/2019 00:00;Cordão 03;;Aprovado;true;;Aprovado;2.963;1;5;Perna Horizontal;;;;;Suporte;;;;Cliente 02;;
R_ID_002;;Aprovado;true;03/03/2019 00:00;Cordão 03;;Aprovado;true;;Aprovado;2.124;1;5;Perna Vertical;;;;;Suporte;;;;Cliente 02;;
R_ID_002;;Aprovado;true;03/03/2019 00:00;Cordão 04;;Aprovado;true;;Aprovado;0.865;0;1.5;Gap;;;;;Suporte;;;;Cliente 02;;
R_ID_002;;Aprovado;true;03/03/2019 00:00;Cordão 04;;Aprovado;true;;Aprovado;1.184;1;3;Penetração;;;;;Suporte;;;;Cliente 02;;
R_ID_002;;Aprovado;true;03/03/2019 00:00;Cordão 04;;Aprovado;true;;Aprovado;2.086;1.5;3.5;Perna Horizontal;;;;;Suporte;;;;Cliente 02;;
R_ID_002;;Aprovado;true;03/03/2019 00:00;Cordão 04;;Aprovado;true;;Aprovado;3.073;1.5;3.5;Perna Vertical;;;;;Suporte;;;;Cliente 02;;
R_ID_003;;Aprovado;true;10/02/2019 00:00;Cordão 01;;Aprovado;true;;Aprovado;0.465;0;1;Gap;;;;;Chassis;;;;Cliente 01;;
R_ID_003;;Aprovado;true;10/02/2019 00:00;Cordão 01;;Aprovado;true;;Aprovado;2.928;2;4;Penetração;;;;;Chassis;;;;Cliente 01;;
R_ID_003;;Aprovado;true;10/02/2019 00:00;Cordão 01;;Aprovado;true;;Aprovado;2.48;1.5;3;Perna Horizontal;;;;;Chassis;;;;Cliente 01;;
R_ID_003;;Aprovado;true;10/02/2019 00:00;Cordão 01;;Aprovado;true;;Aprovado;2.386;2;3;Perna Vertical;;;;;Chassis;;;;Cliente 01;;
R_ID_003;;Aprovado;true;10/02/2019 00:00;Cordão 02;;Aprovado;true;;Aprovado;1.041;0;2;Gap;;;;;Chassis;;;;Cliente 01;;
R_ID_003;;Aprovado;true;10/02/2019 00:00;Cordão 02;;Aprovado;true;;Aprovado;2.041;1;3;Penetração;;;;;Chassis;;;;Cliente 01;;
R_ID_003;;Aprovado;true;10/02/2019 00:00;Cordão 02;;Aprovado;true;;Aprovado;2.816;2;3;Perna Horizontal;;;;;Chassis;;;;Cliente 01;;
R_ID_003;;Aprovado;true;10/02/2019 00:00;Cordão 02;;Aprovado;true;;Aprovado;2.644;1.5;4;Perna Vertical;;;;;Chassis;;;;Cliente 01;;
R_ID_003;;Aprovado;true;10/02/2019 00:00;Cordão 03;;Aprovado;true;;Aprovado;0.465;0;1.5;Gap;;;;;Chassis;;;;Cliente 01;;
R_ID_003;;Aprovado;true;10/02/2019 00:00;Cordão 03;;Aprovado;true;;Aprovado;1.498;1;2.5;Penetração;;;;;Chassis;;;;Cliente 01;;
R_ID_003;;Aprovado;true;10/02/2019 00:00;Cordão 03;;Aprovado;true;;Aprovado;2.753;2;4;Perna Horizontal;;;;;Chassis;;;;Cliente 01;;
R_ID_003;;Aprovado;true;10/02/2019 00:00;Cordão 03;;Aprovado;true;;Aprovado;3.191;2;4;Perna Vertical;;;;;Chassis;;;;Cliente 01;;
R_ID_003;;Aprovado;true;10/02/2019 00:00;Cordão 04;;Aprovado;true;;Aprovado;0.806;0;2;Gap;;;;;Chassis;;;;Cliente 01;;
R_ID_003;;Aprovado;true;10/02/2019 00:00;Cordão 04;;Aprovado;true;;Aprovado;2.706;1;4;Penetração;;;;;Chassis;;;;Cliente 01;;
R_ID_003;;Aprovado;true;10/02/2019 00:00;Cordão 04;;Aprovado;true;;Aprovado;2.337;1;4;Perna Horizontal;;;;;Chassis;;;;Cliente 01;;
R_ID_003;;Aprovado;true;10/02/2019 00:00;Cordão 04;;Aprovado;true;;Aprovado;2.54;1;4;Perna Vertical;;;;;Chassis;;;;Cliente 01;;
R_ID_004;;Aprovado;true;01/04/2019 00:00;Cordão 01;;Aprovado;true;;Aprovado;1.397;1;2;Gap;;;;;Suporte;;;;Cliente 02;;
R_ID_004;;Aprovado;true;01/04/2019 00:00;Cordão 01;;Aprovado;true;;Aprovado;2.666;2;4;Penetração;;;;;Suporte;;;;Cliente 02;;
R_ID_004;;Aprovado;true;01/04/2019 00:00;Cordão 01;;Aprovado;true;;Aprovado;2.012;1.5;3;Perna Horizontal;;;;;Suporte;;;;Cliente 02;;
R_ID_004;;Aprovado;true;01/04/2019 00:00;Cordão 01;;Aprovado;true;;Aprovado;2.691;1.5;3;Perna Vertical;;;;;Suporte;;;;Cliente 02;;
R_ID_004;;Aprovado;true;01/04/2019 00:00;Cordão 02;;Aprovado;true;;Aprovado;1.749;0;2;Gap;;;;;Suporte;;;;Cliente 02;;
R_ID_004;;Aprovado;true;01/04/2019 00:00;Cordão 02;;Aprovado;true;;Aprovado;2.284;1;3;Penetração;;;;;Suporte;;;;Cliente 02;;
R_ID_004;;Aprovado;true;01/04/2019 00:00;Cordão 02;;Aprovado;true;;Aprovado;3.048;2;4;Perna Horizontal;;;;;Suporte;;;;Cliente 02;;
R_ID_004;;Aprovado;true;01/04/2019 00:00;Cordão 02;;Aprovado;true;;Aprovado;3.548;2;4;Perna Vertical;;;;;Suporte;;;;Cliente 02;;
R_ID_004;;Aprovado;true;01/04/2019 00:00;Cordão 03;;Aprovado;true;;Aprovado;0.75;0;1;Gap;;;;;Suporte;;;;Cliente 02;;
R_ID_004;;Aprovado;true;01/04/2019 00:00;Cordão 03;;Aprovado;true;;Aprovado;2.007;1;4;Penetração;;;;;Suporte;;;;Cliente 02;;
R_ID_004;;Aprovado;true;01/04/2019 00:00;Cordão 03;;Aprovado;true;;Aprovado;4.996;1;5;Perna Horizontal;;;;;Suporte;;;;Cliente 02;;
R_ID_004;;Aprovado;true;01/04/2019 00:00;Cordão 03;;Aprovado;true;;Aprovado;3.437;1;5;Perna Vertical;;;;;Suporte;;;;Cliente 02;;
R_ID_004;;Aprovado;true;01/04/2019 00:00;Cordão 04;;Aprovado;true;;Aprovado;0.175;0;1.5;Gap;;;;;Suporte;;;;Cliente 02;;
R_ID_004;;Aprovado;true;01/04/2019 00:00;Cordão 04;;Aprovado;true;;Aprovado;1.986;1;3;Penetração;;;;;Suporte;;;;Cliente 02;;
R_ID_004;;Aprovado;true;01/04/2019 00:00;Cordão 04;;Aprovado;true;;Aprovado;2.427;1.5;3.5;Perna Horizontal;;;;;Suporte;;;;Cliente 02;;
R_ID_004;;Aprovado;true;01/04/2019 00:00;Cordão 04;;Aprovado;true;;Aprovado;2.072;1.5;3.5;Perna Vertical;;;;;Suporte;;;;Cliente 02;;
R_ID_005;;Aprovado;true;18/02/2019 00:00;Cordão 01;;Aprovado;true;;Aprovado;0.644;0;1;Gap;;;;;Chassis;;;;Cliente 03;;
R_ID_005;;Aprovado;true;18/02/2019 00:00;Cordão 01;;Aprovado;true;;Aprovado;3.802;2;4;Penetração;;;;;Chassis;;;;Cliente 03;;
R_ID_005;;Aprovado;true;18/02/2019 00:00;Cordão 01;;Aprovado;true;;Aprovado;2.102;1.5;3;Perna Horizontal;;;;;Chassis;;;;Cliente 03;;
R_ID_005;;Aprovado;true;18/02/2019 00:00;Cordão 01;;Aprovado;true;;Aprovado;2.451;2;3;Perna Vertical;;;;;Chassis;;;;Cliente 03;;
R_ID_005;;Aprovado;true;18/02/2019 00:00;Cordão 02;;Aprovado;true;;Aprovado;1.397;0;2;Gap;;;;;Chassis;;;;Cliente 03;;
R_ID_005;;Aprovado;true;18/02/2019 00:00;Cordão 02;;Aprovado;true;;Aprovado;2.018;1;3;Penetração;;;;;Chassis;;;;Cliente 03;;
R_ID_005;;Aprovado;true;18/02/2019 00:00;Cordão 02;;Aprovado;true;;Aprovado;2.498;2;3;Perna Horizontal;;;;;Chassis;;;;Cliente 03;;
R_ID_005;;Aprovado;true;18/02/2019 00:00;Cordão 02;;Aprovado;true;;Aprovado;2.629;1.5;4;Perna Vertical;;;;;Chassis;;;;Cliente 03;;
R_ID_005;;Aprovado;true;18/02/2019 00:00;Cordão 03;;Aprovado;true;;Aprovado;0.837;0;1.5;Gap;;;;;Chassis;;;;Cliente 03;;
R_ID_005;;Aprovado;true;18/02/2019 00:00;Cordão 03;;Aprovado;true;;Aprovado;1.59;1;2.5;Penetração;;;;;Chassis;;;;Cliente 03;;
R_ID_005;;Aprovado;true;18/02/2019 00:00;Cordão 03;;Aprovado;true;;Aprovado;3.403;2;4;Perna Horizontal;;;;;Chassis;;;;Cliente 03;;
R_ID_005;;Aprovado;true;18/02/2019 00:00;Cordão 03;;Aprovado;true;;Aprovado;2.515;2;4;Perna Vertical;;;;;Chassis;;;;Cliente 03;;
R_ID_005;;Aprovado;true;18/02/2019 00:00;Cordão 04;;Aprovado;true;;Aprovado;1.352;0;2;Gap;;;;;Chassis;;;;Cliente 03;;
R_ID_005;;Aprovado;true;18/02/2019 00:00;Cordão 04;;Aprovado;true;;Aprovado;2.557;1;4;Penetração;;;;;Chassis;;;;Cliente 03;;
R_ID_005;;Aprovado;true;18/02/2019 00:00;Cordão 04;;Aprovado;true;;Aprovado;3.235;1;4;Perna Horizontal;;;;;Chassis;;;;Cliente 03;;
R_ID_005;;Aprovado;true;18/02/2019 00:00;Cordão 04;;Aprovado;true;;Aprovado;2.932;1;4;Perna Vertical;;;;;Chassis;;;;Cliente 03;;
R_ID_006;;Aprovado;true;05/07/2019 00:00;Cordão 01;;Aprovado;true;;Aprovado;0.843;0;1;Gap;;;;;Chassis;;;;Cliente 01;;
R_ID_006;;Aprovado;true;05/07/2019 00:00;Cordão 01;;Aprovado;true;;Aprovado;3.545;2;4;Penetração;;;;;Chassis;;;;Cliente 01;;
R_ID_006;;Aprovado;true;05/07/2019 00:00;Cordão 01;;Aprovado;true;;Aprovado;2.357;1.5;3;Perna Horizontal;;;;;Chassis;;;;Cliente 01;;
R_ID_006;;Aprovado;true;05/07/2019 00:00;Cordão 01;;Aprovado;true;;Aprovado;2.726;2;3;Perna Vertical;;;;;Chassis;;;;Cliente 01;;
R_ID_006;;Aprovado;true;05/07/2019 00:00;Cordão 02;;Aprovado;true;;Aprovado;0.061;0;2;Gap;;;;;Chassis;;;;Cliente 01;;
R_ID_006;;Aprovado;true;05/07/2019 00:00;Cordão 02;;Aprovado;true;;Aprovado;1.708;1;3;Penetração;;;;;Chassis;;;;Cliente 01;;
R_ID_006;;Aprovado;true;05/07/2019 00:00;Cordão 02;;Aprovado;true;;Aprovado;2.425;2;3;Perna Horizontal;;;;;Chassis;;;;Cliente 01;;
R_ID_006;;Aprovado;true;05/07/2019 00:00;Cordão 02;;Aprovado;true;;Aprovado;2.996;1.5;4;Perna Vertical;;;;;Chassis;;;;Cliente 01;;
R_ID_006;;Aprovado;true;05/07/2019 00:00;Cordão 03;;Aprovado;true;;Aprovado;0.552;0;1.5;Gap;;;;;Chassis;;;;Cliente 01;;
R_ID_006;;Aprovado;true;05/07/2019 00:00;Cordão 03;;Aprovado;true;;Aprovado;1.746;1;2.5;Penetração;;;;;Chassis;;;;Cliente 01;;
R_ID_006;;Aprovado;true;05/07/2019 00:00;Cordão 03;;Aprovado;true;;Aprovado;2.798;2;4;Perna Horizontal;;;;;Chassis;;;;Cliente 01;;
R_ID_006;;Aprovado;true;05/07/2019 00:00;Cordão 03;;Aprovado;true;;Aprovado;2.8;2;4;Perna Vertical;;;;;Chassis;;;;Cliente 01;;
R_ID_006;;Aprovado;true;05/07/2019 00:00;Cordão 04;;Aprovado;true;;Aprovado;0.825;0;2;Gap;;;;;Chassis;;;;Cliente 01;;
R_ID_006;;Aprovado;true;05/07/2019 00:00;Cordão 04;;Aprovado;true;;Aprovado;1.616;1;4;Penetração;;;;;Chassis;;;;Cliente 01;;
R_ID_006;;Aprovado;true;05/07/2019 00:00;Cordão 04;;Aprovado;true;;Aprovado;2.198;1;4;Perna Horizontal;;;;;Chassis;;;;Cliente 01;;
R_ID_006;;Aprovado;true;05/07/2019 00:00;Cordão 04;;Aprovado;true;;Aprovado;3.265;1;4;Perna Vertical;;;;;Chassis;;;;Cliente 01;;
R_ID_007;;Aprovado;true;11/05/2019 00:00;Cordão 01;;Aprovado;true;;Aprovado;1.304;0.5;1.5;Gap;;;;;Eixo;;;;Cliente 04;;
R_ID_007;;Aprovado;true;11/05/2019 00:00;Cordão 01;;Aprovado;true;;Aprovado;2.143;1;3;Penetração;;;;;Eixo;;;;Cliente 04;;
R_ID_007;;Aprovado;true;11/05/2019 00:00;Cordão 01;;Aprovado;true;;Aprovado;0.851;0;2;Perna Horizontal;;;;;Eixo;;;;Cliente 04;;
R_ID_007;;Aprovado;true;11/05/2019 00:00;Cordão 01;;Aprovado;true;;Aprovado;0.973;0;2;Perna Vertical;;;;;Eixo;;;;Cliente 04;;
R_ID_007;;Aprovado;true;11/05/2019 00:00;Cordão 02;;Aprovado;true;;Aprovado;0.674;0;1.5;Gap;;;;;Eixo;;;;Cliente 04;;
R_ID_007;;Aprovado;true;11/05/2019 00:00;Cordão 02;;Aprovado;true;;Aprovado;3.402;2;3.5;Penetração;;;;;Eixo;;;;Cliente 04;;
R_ID_007;;Aprovado;true;11/05/2019 00:00;Cordão 02;;Aprovado;true;;Aprovado;2.941;2;4;Perna Horizontal;;;;;Eixo;;;;Cliente 04;;
R_ID_007;;Aprovado;true;11/05/2019 00:00;Cordão 02;;Aprovado;true;;Aprovado;3.198;2;4;Perna Vertical;;;;;Eixo;;;;Cliente 04;;
R_ID_007;;Aprovado;true;11/05/2019 00:00;Cordão 03;;Aprovado;true;;Aprovado;0.876;0;2;Gap;;;;;Eixo;;;;Cliente 04;;
R_ID_007;;Aprovado;true;11/05/2019 00:00;Cordão 03;;Aprovado;true;;Aprovado;3.245;2;4;Penetração;;;;;Eixo;;;;Cliente 04;;
R_ID_007;;Aprovado;true;11/05/2019 00:00;Cordão 03;;Aprovado;true;;Aprovado;1.808;1.5;3;Perna Horizontal;;;;;Eixo;;;;Cliente 04;;
R_ID_007;;Aprovado;true;11/05/2019 00:00;Cordão 03;;Aprovado;true;;Aprovado;2.152;1.5;3;Perna Vertical;;;;;Eixo;;;;Cliente 04;;
R_ID_007;;Aprovado;true;11/05/2019 00:00;Cordão 04;;Aprovado;true;;Aprovado;0.648;0;3;Gap;;;;;Eixo;;;;Cliente 04;;
R_ID_007;;Aprovado;true;11/05/2019 00:00;Cordão 04;;Aprovado;true;;Aprovado;2.678;1;3;Penetração;;;;;Eixo;;;;Cliente 04;;
R_ID_007;;Aprovado;true;11/05/2019 00:00;Cordão 04;;Aprovado;true;;Aprovado;2.546;2;3;Perna Horizontal;;;;;Eixo;;;;Cliente 04;;
R_ID_007;;Aprovado;true;11/05/2019 00:00;Cordão 04;;Aprovado;true;;Aprovado;2.338;2;3;Perna Vertical;;;;;Eixo;;;;Cliente 04;;
R_ID_008;;Aprovado;true;11/06/2019 00:00;Cordão 01;;Aprovado;true;;Aprovado;0.445;0;1;Gap;;;;;Chassis;;;;Cliente 02;;
R_ID_008;;Aprovado;true;11/06/2019 00:00;Cordão 01;;Aprovado;true;;Aprovado;2.338;2;4;Penetração;;;;;Chassis;;;;Cliente 02;;
R_ID_008;;Aprovado;true;11/06/2019 00:00;Cordão 01;;Aprovado;true;;Aprovado;2.14;1.5;3;Perna Horizontal;;;;;Chassis;;;;Cliente 02;;
R_ID_008;;Aprovado;true;11/06/2019 00:00;Cordão 01;;Aprovado;true;;Aprovado;2.62;2;3;Perna Vertical;;;;;Chassis;;;;Cliente 02;;
R_ID_008;;Aprovado;true;11/06/2019 00:00;Cordão 02;;Aprovado;true;;Aprovado;0.621;0;2;Gap;;;;;Chassis;;;;Cliente 02;;
R_ID_008;;Aprovado;true;11/06/2019 00:00;Cordão 02;;Aprovado;true;;Aprovado;2.127;1;3;Penetração;;;;;Chassis;;;;Cliente 02;;
R_ID_008;;Aprovado;true;11/06/2019 00:00;Cordão 02;;Aprovado;true;;Aprovado;2.656;2;3;Perna Horizontal;;;;;Chassis;;;;Cliente 02;;
R_ID_008;;Aprovado;true;11/06/2019 00:00;Cordão 02;;Aprovado;true;;Aprovado;2.673;1.5;4;Perna Vertical;;;;;Chassis;;;;Cliente 02;;
R_ID_008;;Aprovado;true;11/06/2019 00:00;Cordão 03;;Aprovado;true;;Aprovado;1.06;0;1.5;Gap;;;;;Chassis;;;;Cliente 02;;
R_ID_008;;Aprovado;true;11/06/2019 00:00;Cordão 03;;Aprovado;true;;Aprovado;2.003;1;2.5;Penetração;;;;;Chassis;;;;Cliente 02;;
R_ID_008;;Aprovado;true;11/06/2019 00:00;Cordão 03;;Aprovado;true;;Aprovado;3.193;2;4;Perna Horizontal;;;;;Chassis;;;;Cliente 02;;
R_ID_008;;Aprovado;true;11/06/2019 00:00;Cordão 03;;Aprovado;true;;Aprovado;3.127;2;4;Perna Vertical;;;;;Chassis;;;;Cliente 02;;
R_ID_008;;Aprovado;true;11/06/2019 00:00;Cordão 04;;Aprovado;true;;Aprovado;1.038;0;2;Gap;;;;;Chassis;;;;Cliente 02;;
R_ID_008;;Aprovado;true;11/06/2019 00:00;Cordão 04;;Aprovado;true;;Aprovado;2.648;1;4;Penetração;;;;;Chassis;;;;Cliente 02;;
R_ID_008;;Aprovado;true;11/06/2019 00:00;Cordão 04;;Aprovado;true;;Aprovado;2.085;1;4;Perna Horizontal;;;;;Chassis;;;;Cliente 02;;
R_ID_008;;Aprovado;true;11/06/2019 00:00;Cordão 04;;Aprovado;true;;Aprovado;3.537;1;4;Perna Vertical;;;;;Chassis;;;;Cliente 02;;
R_ID_009;;Aprovado;true;11/10/2019 00:00;Cordão 01;;Aprovado;true;;Aprovado;0.608;0.5;1.5;Gap;;;;;Eixo;;;;Cliente 01;;
R_ID_009;;Aprovado;true;11/10/2019 00:00;Cordão 01;;Aprovado;true;;Aprovado;1.964;1;3;Penetração;;;;;Eixo;;;;Cliente 01;;
R_ID_009;;Aprovado;true;11/10/2019 00:00;Cordão 01;;Aprovado;true;;Aprovado;0.942;0;2;Perna Horizontal;;;;;Eixo;;;;Cliente 01;;
R_ID_009;;Aprovado;true;11/10/2019 00:00;Cordão 01;;Aprovado;true;;Aprovado;1.146;0;2;Perna Vertical;;;;;Eixo;;;;Cliente 01;;
R_ID_009;;Aprovado;true;11/10/2019 00:00;Cordão 02;;Aprovado;true;;Aprovado;1.016;0;1.5;Gap;;;;;Eixo;;;;Cliente 01;;
R_ID_009;;Aprovado;true;11/10/2019 00:00;Cordão 02;;Aprovado;true;;Aprovado;2.437;2;3.5;Penetração;;;;;Eixo;;;;Cliente 01;;
R_ID_009;;Aprovado;true;11/10/2019 00:00;Cordão 02;;Aprovado;true;;Aprovado;3.21;2;4;Perna Horizontal;;;;;Eixo;;;;Cliente 01;;
R_ID_009;;Aprovado;true;11/10/2019 00:00;Cordão 02;;Aprovado;true;;Aprovado;3.239;2;4;Perna Vertical;;;;;Eixo;;;;Cliente 01;;
R_ID_009;;Aprovado;true;11/10/2019 00:00;Cordão 03;;Aprovado;true;;Aprovado;0.848;0;2;Gap;;;;;Eixo;;;;Cliente 01;;
R_ID_009;;Aprovado;true;11/10/2019 00:00;Cordão 03;;Aprovado;true;;Aprovado;3.32;2;4;Penetração;;;;;Eixo;;;;Cliente 01;;
R_ID_009;;Aprovado;true;11/10/2019 00:00;Cordão 03;;Aprovado;true;;Aprovado;2.049;1.5;3;Perna Horizontal;;;;;Eixo;;;;Cliente 01;;
R_ID_009;;Aprovado;true;11/10/2019 00:00;Cordão 03;;Aprovado;true;;Aprovado;1.548;1.5;3;Perna Vertical;;;;;Eixo;;;;Cliente 01;;
R_ID_009;;Aprovado;true;11/10/2019 00:00;Cordão 04;;Aprovado;true;;Aprovado;2.196;0;3;Gap;;;;;Eixo;;;;Cliente 01;;
R_ID_009;;Aprovado;true;11/10/2019 00:00;Cordão 04;;Aprovado;true;;Aprovado;2.231;1;3;Penetração;;;;;Eixo;;;;Cliente 01;;
R_ID_009;;Aprovado;true;11/10/2019 00:00;Cordão 04;;Aprovado;true;;Aprovado;2.541;2;3;Perna Horizontal;;;;;Eixo;;;;Cliente 01;;
R_ID_009;;Aprovado;true;11/10/2019 00:00;Cordão 04;;Aprovado;true;;Aprovado;2.574;2;3;Perna Vertical;;;;;Eixo;;;;Cliente 01;;
R_ID_010;;Aprovado;true;30/11/2019 00:00;Cordão 01;;Aprovado;true;;Aprovado;1.716;1;2;Gap;;;;;Suporte;;;;Cliente 03;;
R_ID_010;;Aprovado;true;30/11/2019 00:00;Cordão 01;;Aprovado;true;;Aprovado;3.523;2;4;Penetração;;;;;Suporte;;;;Cliente 03;;
R_ID_010;;Aprovado;true;30/11/2019 00:00;Cordão 01;;Aprovado;true;;Aprovado;2.618;1.5;3;Perna Horizontal;;;;;Suporte;;;;Cliente 03;;
R_ID_010;;Aprovado;true;30/11/2019 00:00;Cordão 01;;Aprovado;true;;Aprovado;2.679;1.5;3;Perna Vertical;;;;;Suporte;;;;Cliente 03;;
R_ID_010;;Aprovado;true;30/11/2019 00:00;Cordão 02;;Aprovado;true;;Aprovado;1.179;0;2;Gap;;;;;Suporte;;;;Cliente 03;;
R_ID_010;;Aprovado;true;30/11/2019 00:00;Cordão 02;;Aprovado;true;;Aprovado;2.809;1;3;Penetração;;;;;Suporte;;;;Cliente 03;;
R_ID_010;;Aprovado;true;30/11/2019 00:00;Cordão 02;;Aprovado;true;;Aprovado;2.539;2;4;Perna Horizontal;;;;;Suporte;;;;Cliente 03;;
R_ID_010;;Aprovado;true;30/11/2019 00:00;Cordão 02;;Aprovado;true;;Aprovado;3.63;2;4;Perna Vertical;;;;;Suporte;;;;Cliente 03;;
R_ID_010;;Aprovado;true;30/11/2019 00:00;Cordão 03;;Aprovado;true;;Aprovado;0.515;0;1;Gap;;;;;Suporte;;;;Cliente 03;;
R_ID_010;;Aprovado;true;30/11/2019 00:00;Cordão 03;;Aprovado;true;;Aprovado;3.097;1;4;Penetração;;;;;Suporte;;;;Cliente 03;;
R_ID_010;;Aprovado;true;30/11/2019 00:00;Cordão 03;;Aprovado;true;;Aprovado;2.137;1;5;Perna Horizontal;;;;;Suporte;;;;Cliente 03;;
R_ID_010;;Aprovado;true;30/11/2019 00:00;Cordão 03;;Aprovado;true;;Aprovado;3.76;1;5;Perna Vertical;;;;;Suporte;;;;Cliente 03;;
R_ID_010;;Aprovado;true;30/11/2019 00:00;Cordão 04;;Aprovado;true;;Aprovado;0.933;0;1.5;Gap;;;;;Suporte;;;;Cliente 03;;
R_ID_010;;Aprovado;true;30/11/2019 00:00;Cordão 04;;Aprovado;true;;Aprovado;1.746;1;3;Penetração;;;;;Suporte;;;;Cliente 03;;
